lp,src,mt,ref,score,raw,annotators,domain
en-tr,"Spanning the middle ages to the Edwardian era, A Castle in England documents the families that lived in Scotney, with each story illustrated by a different, upcoming UK artist - Isaac Lenkiewicz, Briony May Smith, William Exley, Becky Palmer and Isabel Greenberg.","Orta çağları Edward dönemine yaymak için İngiltere'deki bir Kale, farklı bir İngiliz sanatçı olan Isaac Lenkiewicz, Briony May Smith, William Exley, Becky Palmer ve Isabel Greenberg tarafından resmedilen her hikaye ile Scotney'de yaşayan aileleri belgeliyor.","Edward devrinden Orta Çağ'a kadar uzanan İngiltere'de Bir Kale, her hikaye Birleşik Krallık'tan adı geçen farklı bir sanatçı (Isaac Lenkiewicz, Briony May Smith, William Exley, Becky Palmer ve Isabel Greenberg) tarafından resmedilmek üzere Scotney'de yaşamış aileleri belgeliyor.",-0.125000067536969,47.0,3,news
en-tr,"Aksigorta, Anadolu Sigorta and Gunes Sigorta are trading on Borsa Istanbul.","Aksigorta, Anadolu Sigorta ve Güneş Sigorta, Borsa İstanbul'da işlem görmektedir.","Borsa İstanbul'da Aksigorta, Anadolu Sigorta ve Güneş Sigorta işlem görüyor.",0.748966845761089,76.0,1,news
en-tr,"""What?!,"" Rascona asked.","""Ne?!"" Diye sordu Rascona.","Rascona ""Ne?!"" diye sordu.",1.03605381732369,86.0,1,news
en-tr,For 15–20 minutes security set up a blockade between us.,15-20 dakika boyunca güvenlik aramızda bir abluka kurdu.,15-20 dakika boyunca güvenlik set çekti aramıza.,0.289627691260929,60.0,1,news
en-tr,When you were young they didn’t want you because they didn’t like your rankings in Cuba.,"Gençken, seni istemediler çünkü Küba'daki sıralamanızı beğenmediler.",Gençken Küba'da derecelerini beğenmedikleriniiçin seni istemediler.,-0.0223569314681314,48.0,1,news
en-tr,"""We need to do everything over the next few months to normalize this situation.","""Bu durumu normalleştirmek için önümüzdeki birkaç ay boyunca her şeyi yapmalıyız.","""Gelecek birkaç ay zarfında bu durumu normalleştirmek için her şeyi yapmalıyız.",1.22623880039538,100.0,2,news
en-tr,"According to the collective labor agreement signed, ground personnel who are members of the IZDENIZ union will receive a 12% salary increase.","İmzalanan toplu iş sözleşmesine göre, İZDENİZ birliği üyesi olan yer personeli,% 12 maaş artışı alacak.",İmzalanan toplu iş sözleşmesine göre İZDENİZ bünyesindeki kara personelinin maaşına yüzde 12 oranında zam yapılacak.,0.850538067584469,73.0,1,news
en-tr,"A source close to the government said: - ""According to scholars, Mehmet Görmez did not look out for orthodox followers of the sunnah!""","Hükümete yakın bir kaynak şöyle demişti: - “Bilim adamlarına göre Mehmet Görmez, sünnetin ortodoks takipçilerine bakmadı!”","İktidara yakın kaynak dedi ki: - ""Geleneksel ulemaya göre, Mehmet Dönmez ehli sünnete sahip çıkmadı!""",-1.33309652723575,28.0,1,news
en-tr,"When we look at it from 200 years of historical cooperation between Turkey and Germany, I think this result will make an important contribution to Turkey-Germany relations.","Türkiye ile Almanya arasındaki 200 yıllık tarihi işbirliğinden baktığımızda, bu sonucun Türkiye-Almanya ilişkilerine önemli bir katkı sağlayacağını düşünüyorum.","Türkiye ve Almanya'nın 200 yıllık tarihsel işbirliği açısından da baktığımızda, bu sonucun Türkiye-Almanya ilişkilerine önemli bir katkı sağlayacağını düşünüyorum.",1.72612100140087,100.0,1,news
en-tr,"The newly released trailer sees Pedro Pascal return as Javier Peña, the character enlisting American and Colombian law enforcement to help with the war on drugs.",Yeni çıkan treyler Pedro Pascal'ın uyuşturucuyla savaşmak için Amerikan ve Kolombiya kolluk kuvvetlerine yardım eden karakteri olan Javier Peña olarak geri döndüğünü görüyor.,"Yeni çıkan fragmanda Pedro Pascal, Amerikalı ve Kolombiyalı kolluk kuvvetlerine uyuşturucuya karşı savaşta destek sağlayan karakter olan Javier Peña olarak geri dönüyor.",0.791360089873013,78.0,1,news
en-tr,"Buyukataman said ""These are propaganda aimed at creating an anti-MH perception, but their campaign shall turn against them"".","Büyükada, ""Bunlar bir anti-MH algısı yaratmayı amaçlayan propagandadır, ancak kampanyaları onlara karşı dönecektir"" dedi.","Büyükataman, ""Bunların MHP aleyhinde algı oluşturmaya dönük propaganda ve kampanyaları ters tepecektir"" dedi.",1.06540867634575,85.0,1,news
en-tr,"""These rate estimates include personnel, maintenance and many other sunk costs that are included in annual appropriations.""","""Bu oran tahminleri, yıllık ödeneklerde yer alan personel, bakım ve diğer birçok batık maliyeti içerir.""","""Bu oran tahminleri personel, bakım ve yıllık giderler içerisinde yer alan batık maliyetleri kapsıyor.""",0.673601793604839,76.0,2,news
en-tr,The heat created by such a collision would cause third-degree burns on your body even if you were 100 km away from the collision point.,"Böyle bir çarpışmanın yarattığı ısı, çarpışma noktasından 100 km uzakta olsanız bile vücudunuzda üçüncü derece yanıklara neden olur.",Çarpma sonucu oluşan ısı nedeniyle çarpma noktasından 100 km uzakta olsanız bile vücudunuzda 3. derece yanık meydana gelir.,1.50074965716898,95.0,1,news
en-tr,Yesterday (the day before yesterday) evening we had another example of the same incident with an assault on our cardiovascular surgical physician by a patient’s relative.,"Dün (dünden önceki gün) akşam, aynı olayın bir örneğini, bir hastanın akrabası tarafından kardiyovasküler cerrahi doktorumuza yapılan bir saldırıda gördük.","Bu olayın bir örneğini dün (önceki gün) akşam, kalp damar cerrahi hekimimizin, bir hasta yakını tarafından darp edilmesiyle yeniden yaşamış bulunmaktayız.",0.811582979505467,76.0,1,news
en-tr,It just shows how far we've come.,Sadece ne kadar geldiğimizi gösteriyor.,Bu bizim ne kadar yol aldığımızı gösteriyor.,-0.497569633701616,24.0,1,news
en-tr,"On July 25, 1946, Loy Harrison, a prominent white landowner, paid $600 to bail Malcom out of jail, according to the FBI.","25 Temmuz 1946'da, önde gelen beyaz bir arazi sahibi olan Loy Harrison, FBI'ya göre Malcom'u hapisten kurtarmak için 600 dolar ödedi.","FBI'a göre, 25 Temmuz 1946'da önde gelen beyaz bir toprak sahibi olan Loy Harrison, Malcom'u hapisten çıkarmak için 600$ ödemiş.",1.33247665298748,97.0,1,news
en-tr,"This is a great showcase for this course.""","Bu, bu kurs için harika bir vitrin. ""","Bu saha için harika bir gösterim bu.""",-0.52729130336891,50.0,1,news
en-tr,They are preparing people for such things by scaring them.,İnsanları bu tür şeyleri korkutup onları hazırlıyorlar.,İnsanlara korku sağlayarak böyle şeyleri alıştırıyorlar.,-0.781119694999984,16.0,1,news
en-tr,"Pointing to July inflation coming down to single digits, in line with expectations, Business Investment Economist Muammer Kömürcüoğlu said ""The decrease in the food and garment groups’ prices has had an effect on the modest course of inflation.""","Beklentiler doğrultusunda Temmuz ayı enflasyonu tek haneli rakamlara inen İş Yatırım Ekonomisti Muammer Kömürcüoğlu, ""Gıda ve konfeksiyon gruplarının fiyatlarındaki düşüşün enflasyonun ılımlı seyri üzerinde bir etkisi oldu."" Dedi.","Temmuzda enflasyonun, beklentilere paralel olarak, tek haneye gerilediğine dikkat çeken İş Yatırım Ekonomisti Muammer Kömürcüoğlu, ""Enflasyondaki ılımlı seyirde, gıda ve giyim grupları fiyatlarındaki düşüşün etkisi var.""",-0.0690834517964064,42.0,1,news
en-tr,Bread is just as out of reach.,Ekmek sadece erişilemez.,Ekmek ulaşılamaz.,-1.16669623299293,5.0,1,news
en-tr,"Describing how the MSCI Emerging Markets Index had recorded a 23% increase and that looking at only this ratio, there had been a positive divergence, Ümüt said:","MSCI Gelişen Piyasalar Endeksi'nin% 23'lük bir artış kaydettiğini ve sadece bu orana bakmanın olumlu bir ayrılık olduğunu açıklayan Ümüt, şunları söyledi:","Ümüt, MSCI gelişmekte olan piyasalar (EM) endeksinin yüzde 23 yükseliş kaydettiğini, sırf bu oranlara baktığımızda bile pozitif ayrışmanın olduğunu belirterek şunları kaydetti:",0.878776106711751,88.5,2,news
en-tr,"Stressing that those products being sold are scratching the teeth’s dentin surfaces and colouring the teeth irreversibly, Nukhet Berk said ""Whitening of the teeth can be attained by the chemical materials applied by dentists or by porcelain surfaces stuck onto the teeth’s surfaces like a nail"".","Satılmakta olan ürünlerin dişlerin dentin yüzeylerini çizdiğini ve dişlerin geri dönülemeyecek şekilde renklendirildiğini vurgulayan Nukhet Berk, ""Dişlerin beyazlatılması diş hekimlerinin uyguladığı kimyasal malzemelerle veya dişin yüzeyine tırnak gibi yapışmış porselen yüzeylerle elde edilebilir"" dedi.","Satılan bu tür maddelerin mine yüzeyini çizdiğini, bir daha geri dönüşümü olmayacak şekilde dişlerin renklendiğini belirten Nükhet Berk, ""Dişlerin beyazlatılması, diş hekimleri tarafından uygulanan kimyasal maddelerle veya dişlerin yüzeyine takma tırnak gibi yapışan ince porselen yüzeylerle sağlanabilir"" diyor.",0.630067695522518,75.0,1,news
en-tr,"The US President berated him for publicly denouncing the wall, reportedly saying to him ""You cannot say that to the press.""","ABD Başkanı, duvarın halka açık bir şekilde kınanması için ona yalvardı, bildirildi ki ""Basına bunu söyleyemezsin.""","ABD başkanı duvarı halka açık bir şekilde topa tutan Meksika başkanını azarladı ve söylentiye göre ""Bunu basına söyleyemezsin."" dedi",-0.50181885461788,49.0,1,news
en-tr,"With season three, the DEA has turned their attention towards the richest drug trafficking organisation in the world: the Cali Cartel.","Sezon 3 ile DEA, dikkatlerini dünyanın en zengin uyuşturucu kaçakçılığı örgütü haline getirdi: Cali Kartel.",Üçüncü sezonla birlikte DEA dikkatini dünyadaki en zengin uyuşturucu kaçakçısı örgüte çeviriyor: Cali Karteli,-1.19610163814797,0.0,1,news
en-tr,Interpol was reported to have sent the list to European police forces in May.,Interpol'ün listeyi Mayıs ayında Avrupa polis teşkilatlarına gönderdiği bildirildi.,Interpol'ün de söz konusu listeyi Mayıs ayında Avrupa'daki polis teşkilatlarına ilettiği kaydedildi.,1.56315633280526,94.0,1,news
en-tr,"That is what happened in late February when someone mischievously gave the president a printed copy of an article from GotNews.com, the website of Internet provocateur Charles C. Johnson, which accused deputy chief of staff Katie Walsh of being 'the source behind a bunch of leaks' in the White House.","Şubat ayının sonlarında, birisinin başkan yardımcısı, başkan yardımcısı Katie Walsh'un Beyaz Saray'da 'bir sürü sızıntının ardında yatan kaynak' olmakla suçlanan internet provokatör Charles C. Johnson'un internet sitesi GotNews.com'dan bir makalenin basılı bir kopyasını verdi.","Şubat sonunda birisinin başkana, internet provokatörü Charles C. Johnson'ın sitesi GotNews.com'dan, özel kalem yardımcısı Katie Walsh'u Beyaz Saray'daki ""bir dizi sızıntının arkasındaki kaynak"" olmakla suçlayan bir makalenin basılı bir kopyasını fesatça vermesiyle de bu oldu.",-1.16674782994634,1.0,1,news
en-tr,"The continuing investigations into Prime Minister Netanyahu are listed as ""inappropriately taking money taken from businessmen, brokering a deal with a media tycoon to broadcast in his favor, and his name being involved in the procurement of submarines from Germany"".","Başbakan Netanyahu'yla ilgili devam eden soruşturmalar, ""iş adamlarından alınan parayı uygunsuz bir şekilde almak, bir medya kralıyla lehine bir anlaşma yapmak ve Almanya 'dan gelen denizaltıların satın alınmasına katılması"" olarak sıralanıyor.","Başbakan Netanyahu'nun hakkında devam eden soruşturmalar ""iş adamlarından uygunsuz para aldığı, bir medya patronuyla kendi lehine yayın yapması için pazarlık yaptığı ve Almanya'dan alınan denizaltılarda adının yolsuzluğa karışması"" şeklinde sıralanıyor.",0.164367913301397,46.0,1,news
en-tr,"In the short term, we think that, regarding pricing over 110,000, we should form a new narrative domestically or intentionally.","Kısa vadede, 110.000'den fazla fiyatlandırma ile ilgili olarak, yurtiçinde veya kasıtlı olarak yeni bir anlatı oluşturmamız gerektiğini düşünüyoruz.",Kısa vadede 110.000 üzeri fiyatlamalar için yerel ya da küresel yeni bir hikayenin oluşması gerektiğini düşünüyoruz.,0.423339002077194,58.0,1,news
en-tr,"""It is a clear case of 'financial doping', with the club and the state,"" La Liga President Javier Tebas told Spanish newspaper AS, referring to Qatar's ultimate ownership of PSG.","La Liga Başkanı Javier Tebas, Katar'ın nihai PSG mülkiyetine atıfta bulunan İspanyol gazetesi AS'ye verdiği demeçte, ""Kulüp ve devletle birlikte 'mali doping' açık bir olgudur.","La Liga başkanı Javier Tebas İspanyol gazetesi AS'a, Katar'ın PSG'nin kesin sahibi olduğuna atıfta bulunarak ""Bu, kulübü ve devleti ile açık bir 'mali doping' vakasıdır."" dedi.",0.0025779685330756,75.0,1,news
en-tr,"The TFF website also included the goalkeeper Utku Yuvakuran’s transfer fee, whom Beşiktaş had had on load before signing a contract with him until 31 May 2021.","TFF web sitesinde ayrıca, 31 Mayıs 2021'e kadar onunla sözleşme imzalamadan önce, Beşiktaş'ın yüklediği kaleci Utku Yuvakuran'ın transfer ücreti de vardı.","TFF internet sitesinde ayrıca, Beşiktaş'ın geçen sezon kiralık olarak kadroya dahil ettiği kaleci Utku Yuvakuran'ın bonservisinin alınarak kendisiyle 31 Mayıs 2021'e kadar sözleşme imzalandığı bilgisi yer aldı.",0.233578733145607,81.0,1,news
en-tr,Italy has warned NGOs operating migrant rescue boats in the Mediterranean they will not be allowed to continue if they do not sign up to new rules governing their operations.,"İtalya, Akdeniz'de göçmen kurtarma tekneleri işleten STK'ları uyardı ve operasyonlarını yöneten yeni kurallara uymadıkları takdirde devam etmelerine izin verilmeyeceklerini söyledi.","İtalya, Akdeniz'de göçmen kurtarma botu işleten STK'ları, eğer operasyonlarını etkileyen yeni kurallara uymazlarsa devam etmelerine izin verilmeyeceği konusunda uyardı.",0.965081154418621,100.0,1,news
en-tr,"In the meantime, the Spanish football player will go through a medical check tomorrow morning.","Bu arada, İspanyol futbolcu yarın sabah bir sağlık kontrolünden geçecek.","Bu arada İspanyol futbolcu, yarın sabah sağlık kontrolünden de geçecek.",1.02547735106334,98.0,1,news
en-tr,"When I came to the Municipality building, I saw the posters for this service and I called them immediately.","Belediye binasına geldiğimde, bu hizmetin posterlerini gördüm ve onları hemen aradım.",Belediyeye geldiğimde bu hizmetin afişlerini gördüm ve hemen aradım.,1.16137552266631,90.0,1,news
en-tr,But the excuses started almost immediately.,Ancak mazeret hemen başladı.,Fakat bahaneler neredeyse hemen başladı.,1.13489464583151,89.0,1,news
en-tr,Bags of TAPDK label hoods collected from used bottles were recorded by the police.,"Kullanılan şişelerden toplanan TAPDK etiket başlıklı torbalar, polis tarafından kaydedildi.",Kullanılmış şişelerden toplanmış poşetler dolusu TAPDK bandrollü kapüşonları polis ekipleri incelemesi kaydedildi.,0.102140449274556,50.0,1,news
en-tr,The local press wrote that the suicide bomber was from a Taliban group.,Yerel basında intihar bombacısının Taliban grubundan olduğu yazıyordu.,Yerel basında intihar bombacısının Taliban mensubu olduğu belirtiliyor.,1.1878563995011,91.0,1,news
en-tr,"One day after getting sued by 15 states, Environmental Protection Agency chief Scott Pruitt reversed his earlier decision to delay implementation of Obama-era rules reducing emissions of smog-causing air pollutants.","15 ülke tarafından dava alındıktan bir gün sonra, Çevre Koruma Dairesi başkanı Scott Pruitt, Obama dönemi kurallarının uygulanmasına yönelik olarak, hava kirliliğine neden olan hava kirleticilerinin emisyonunu azaltma konusundaki kararını ertelemeye karar verdi.","15 eyalet tarafından dava edilmesinden bir gün sonra, Çevre Koruma Örgütü başkanı Scott Pruitt daha önceki, pis dumana neden olan hava kirletici emisyonlarını düşüren Obama dönemi kanunlarının uygulanmasının geciktirilmesi kararını geri çekti.",0.102140449274556,50.0,1,news
en-tr,"The German media announced the development as ""German Siemens won a giant tender in Turkey"".","Alman basını bu gelişmeyi ""Alman Siemens, Türkiye'de dev bir ihale kazandı"" olarak ilan etti.","Alman medyası bu gelişmeyi ""Türkiye'deki dev ihaleyi Alman Siemens kazandı"" sözlerini duyurdu.",0.958949904167213,96.0,1,news
en-tr,The lack of press scrutiny means international pressure on the Indonesian government has been largely limited to Papua's immediate neighbors.,"Basın incelemesinin yapılmaması, Endonezya hükümetinin uluslararası baskısının büyük ölçüde Papua'nın yakın komşularıyla sınırlı kalması anlamına geliyor.","Basın denetlemesinin olmaması, Endonezya hükümetine uluslararası baskının çoğunlukla Papua'nın hemen yakınındaki komşularıyla sınırlı olduğu anlamına geliyor.",1.09347121163621,88.0,1,news
en-tr,Melis Salihoğlu’s death caused deep grief in her family and amongst her relatives.,Melis Salihoğlu'nun ölümü ailesinde ve akrabaları arasında derin bir üzüntü yarattı.,Melis Salihoğlu'nun ölümü ailesini ve yakınlarını yasa boğdu.,1.45580644429243,85.0,1,news
en-tr,Six Europeans on Interpol’s suicide bomber list,Interpol’ün intihar bombacısı listesindeki altı Avrupalı,Interpol'ün canlı bomba listesinde 6 Avrupalı,1.36545523893923,98.0,1,news
en-tr,"For him, the reenactment serves as a dramatic call to action and an annual reminder to the Monroe community that an injustice has never been corrected.","Ona göre, reenactment, haksız bir harekete geçirme eylemi ve Monroe topluluğuna bir haksızlığın asla düzeltilmediğini hatırlatıyor.","Kendisi için bu yeniden canlandırma, dramatik bir eyleme çağrı ve Monroe toplumuna bir adaletlesizliğin hiç düzeltilmediği yıllık bir hatırlatma niteliği taşıyor.",-1.00212567520458,38.0,1,news
en-tr,"""When new White House Chief of Staff John F. Kelly huddled with senior staff on his first day at work, he outlined a key problem in President Donald Trump's White House that he planned to fix: bad information getting into the president's hands.",New White House Genelkurmay Başkanı John F. Kelly ilk iş gününde üst düzey kadroyla uğraştığında Başkan Donald Trump'un Beyaz Sarayındaki önemli bir sorunu şöyle özetlemişti: Başbakan'ın eline kötü bilgi.,"""Beyaz Saray'ın yeni özel kalemi John F. Kelly işteki ilk gününde kıdemli personelle bir araya geldiğinde, Başkan Donald Trump'ın Beyaz Saray'ı ile ilgili çözmeyi planladığı temel bir problemi özetledi: kötü bilgilerin başkanın eline geçmesi.",-1.23954286112242,32.0,1,news
en-tr,"She added: ""In recent years, we have invested over £5m in our Tollcross site, notably on production lines and operational improvements.","O şunları ekledi: ""Son yıllarda, özellikle üretim hatlarında ve operasyonel iyileştirmelerde, Tollcross sitemize 5 milyon sterlin üzerinde yatırım yaptık.","Şunları ekledi: ""Son yıllarda Tollcross tesisine, özellikle üretim bantlarına ve operasyonel geliştirmelere, 5 milyon sterlinden fazla yatırım yaptık.",-0.797329304705002,15.5,2,news
en-tr,"""As it turns out it was Harrison who set up and ordered the murders,"" one FBI report concludes.","Bir FBI raporunda, ""Sonuç olarak, cinayetleri düzenleyen ve emir veren Harrison idi.""","Bir FBI raporu, ""Öyle anlaşılıyor ki cinayetleri ayarlayıp emri veren Harrison'mış."" sonucuna varıyor.",0.187661680349729,60.0,2,news
en-tr,Living the high life: mezzanine floor and clever design tricks have transformed this small Earls Court flat into a spacious home,Yüksek hayatı yaşamak: asma kat ve akıllı tasarım hileleri bu küçük Earls Court'u geniş bir eve dönüştürdü,Lüks hayatı yaşamak: Asma kat ve akıllı tasarım numaraları bu küçük Earls Courts dairesini ferah bir eve dönüştürmüş.,-0.988704971177282,11.0,1,news
en-tr,Barzani gave a speech at a ceremony in Duhok city commemorating the third anniversary of the DAESH terror group’s attack on Yazidis in the Sinjar District of Mousul City.,"Barzani, Duhok kentinde düzenlenen bir törende, DAESH terör grubunun Mousul Şehri'nin Sinjar İlçesi'nde Yezidis'e düzenlenen saldırının üçüncü yıldönümünü anma töreninde konuşma yaptı.","Barzani, terör örgütü DEAŞ'ın Musul'un Sincar ilçesindeki Ezidilere saldırmasının 3'üncü yıl dönümü dolayısıyla Duhok kentinde düzenlenen anma töreninde bir konuşma gerçekleştirdi.",-0.751383288756411,19.0,1,news
en-tr,"While police began a search for the lost tourist, his brother Robin Hoffman and his friends Angelo Durei and Jaimy Gewal went to Adana.","Polis kayıp turist için arama yaparken, kardeşi Robin Hoffman ve arkadaşları Angelo Durei ve Jaimy Gewal Adana'ya gitti.","Polis de kayıp turisti bulmak için harekete geçerken, kardeşi Robin Hoffman ve arkadaşları Angelo Durei ile Jaimy Gewald Adana'ya gitti.",1.56250311484708,97.0,1,news
en-tr,Michelle Carter sentenced for texts urging suicide of Conrad Roy,"Michelle Carter, Conrad Roy'un intiharını teşvik eden metinlerden mahkum edildi","Michelle Carter, Conrad Roy'un intihar etmesini teşvik eden mesajlar nedeniyle cezaya çarptırıldı",0.138573020321856,49.0,1,news
en-tr,Beşiktaş is expected to make an official statement on the Jeremain Lens transfer.,Beşiktaş'ın Jeremain Lens transferinde resmi bir açıklama yapması bekleniyor.,Beşiktaş'ın Jeremain Lens'in transferiyle ilgili resmi açıklama yapması bekleniyor.,0.079242599716638,47.0,1,news
en-tr,'It will go down in science history as one of the most beautiful and best preserved dinosaur specimens - the Mona Lisa of dinosaurs.',"'Bilim tarihine, en güzel ve en iyi korunmuş dinozor örneklerinden biri olan dinozorların Mona Lisa'sı olarak geçecek.'","'Bilim tarihine en güzellerinden bir tanesi ve en iyi korunmuş dinozor türü olarak, dinozorların Mona Lisa'sı olarak geçecektir.'",0.833849222215188,79.0,1,news
en-tr,But he did not silence his critics.,Fakat eleştirmenlerini susturmadı.,Fakat onu eleştirenleri susturmadı.,0.80420408785181,79.0,1,news
en-tr,But Scotney holds a special place for him.,Ama Scotney onun için özel bir yer tutar.,Fakat Scotney onun gönlünde ayrı bir yer tutuyor.,1.51785300183092,100.0,1,news
en-tr,"Our goal is not more transfers, but to pinpoint the right ones.","Hedefimiz daha fazla transfer değil, doğru olanları saptamaktır.","Amacımız fazla transfer değil, nokta atışı.",1.51785300183092,100.0,1,news
en-tr,Çağlar forecasted that the sector would be finishing the year with an increase of 15% in total premiums generated.,"Çağlar, sektörün toplam prim üretiminde% 15'lik bir artışla yılı bitireceğini tahmin etti.","Çağlar, sektörün toplam prim üretiminde yılı yüzde 15 büyüme ile tamamlamayacağını tahmin ettiğini söyledi.",1.18174441392423,89.0,1,news
en-tr,"Though the suspects have remained at large for decades, civil rights activists say the twin motivations for the lynchings were always well known throughout town: politics and sex.","Her ne kadar şüpheliler uzun yıllardır devam etseler de, sivil haklar aktivistleri linçler için ikiz motivasyonların her zaman kentte iyi biliniyor: siyaset ve cinsiyet.","Şüpheliler on yıllar boyunca kaçak olarak kalsa da insan hakları savunucuları, linçlerin ikiz motivasyonlarının kasabanın her yerinde her zaman çok iyi bilindiğini söylüyorlar: siyaset ve seks.",0.609157566252278,61.5,2,news
en-tr,"Among the people who are trying to cool themselves off in the Munzur Beach, Suna Tosun said that they chose Tunceli rather than the western coastline. ""I didn’t want to spend my holiday in the west, as it was better for our family to cool off in our local Munzur.""","Munzur Kumsalı'nda kendilerini serinletmeye çalışanlar arasında, Suna Tosun, batı sahilinden ziyade Tunceli'yi seçtiklerini belirterek, “Ailemizin yerel Munzur'da serinlemesinin daha iyi olması için tatilimi batıda geçirmek istemedim.” Dedi.","Munzur Plajında serinleyenler arasında yer alan Suna Tosun, tatil için batı illeri yerine tercihini Tunceli'den yana kullandığını belirterek, ""Ben batıda tatilimi geçirmek istemedim ailece Munzur'da serinlemek, kendi topraklarımızda kalmak daha doğruydu.""",0.271588771933532,50.0,1,news
